Wind_turbine_name,Date_time,P_avg,Rs_avg,Gb1t_avg,Gb2t_avg,Gost_avg,Git_avg,Yt_avg,Ot_avg,Ws_avg,Wa_avg
R80711,3/23/2017 3:40,126.91,10.4,60.630001,61.34,56.349998,55.189999,14.48,6.3400002,4.8600001,136.75
R80711,3/23/2017 3:50,270.39999,12.61,62.400002,63.700001,56.880001,55.799999,19.809999,6.4099998,5.77,143.94
R80711,3/23/2017 4:00,219.62,11.88,64.279999,65.690002,57.560001,56.529999,22.299999,6.5,5.3899999,143.58
R80711,3/23/2017 4:10,191.89999,11.47,63.860001,64.309998,57.599998,56.57,23.4,6.5,5.3699999,142.8
R80711,3/23/2017 4:20,217.39999,11.91,64.449997,65.279999,57.959999,56.959999,24.18,6.5,5.5100002,139.67
R80711,3/23/2017 4:30,125.08,10.42,64.07,64.459999,57.990002,56.91,24.799999,6.5900002,4.8400002,134.03999
R80711,3/23/2017 4:40,106.38,10.07,62.990002,62.610001,57.790001,56.790001,25.209999,6.6199999,4.79,143.07001
R80711,3/23/2017 5:50,218.47,11.9,62.41,65.080002,55.950001,50.32,19.129999,6.7600002,5.6399999,117.57
R80711,3/23/2017 6:30,243.62,12.35,63.119999,64.68,55.619999,54.099998,24.09,7.4899998,5.8400002,99.370003
R80711,3/23/2017 6:40,274.44,12.79,64.190002,65.150002,56.490002,55.52,25.700001,7.5900002,5.9699998,99.389999
R80711,3/23/2017 6:50,227.42999,12.14,64.57,65.32,56.98,55.939999,26.620001,7.3400002,6.0999999,94.959999
R80711,3/23/2017 7:00,276.34,12.8,65.0,65.82,57.41,56.299999,27.42,7.4699998,6.1999998,97.230003
R80711,3/23/2017 7:10,216.53,11.97,65.32,66.059998,57.779999,56.68,27.879999,7.1500001,6.0999999,93.290001
R80711,3/23/2017 7:20,209.99001,11.87,64.93,65.459999,57.889999,56.810001,27.84,6.9899998,6.2399998,91.790001
R80711,3/23/2017 7:40,296.66,13.06,66.220001,67.809998,59.0,58.16,15.57,6.9099998,5.9299998,98.080002
R80711,3/23/2017 7:50,290.79001,12.98,65.879997,67.5,59.119999,57.889999,14.56,7.27,6.1199999,105.74
R80711,3/23/2017 8:10,296.0,13.05,66.800003,68.389999,59.759998,57.16,22.5,7.8400002,5.8899999,99.910004
R80711,3/23/2017 8:20,280.67999,12.87,64.209999,66.510002,58.43,52.740002,22.799999,8.2600002,5.8499999,97.18
R80711,3/23/2017 8:30,233.03999,12.17,62.860001,65.260002,57.5,51.84,23.26,8.6099997,5.4200001,91.860001
R80711,3/23/2017 8:40,288.89001,12.88,61.810001,64.139999,56.650002,51.580002,23.51,8.6599998,5.6199999,93.25
R80711,3/23/2017 9:00,230.57001,12.18,62.110001,64.330002,56.119999,51.27,24.190001,8.5200005,5.3499999,87.110001
R80711,3/23/2017 9:10,169.66,11.25,60.490002,62.310001,55.299999,50.77,24.57,8.8000002,5.1399999,85.760002
R80711,3/23/2017 9:20,99.290001,9.9099998,60.82,61.080002,55.529999,54.0,25.549999,8.9899998,4.6700001,80.980003
R80711,3/23/2017 9:30,119.81,10.29,61.360001,60.939999,55.919998,54.75,25.33,8.8599997,4.9000001,79.139999
R80711,3/23/2017 9:40,152.48,10.92,61.990002,62.459999,56.330002,55.68,18.040001,8.96,5.25,76.75
R80711,3/23/2017 9:50,132.71001,10.56,62.139999,62.959999,56.549999,55.84,15.75,9.1099997,4.8800001,82.389999
R80711,3/23/2017 10:00,187.55,11.45,61.970001,62.68,56.57,55.810001,14.78,9.21,5.2800002,83.5
R80711,3/23/2017 10:10,272.59,12.78,63.59,65.230003,57.18,55.939999,18.540001,9.4099998,5.8600001,78.849998
R80711,3/23/2017 10:20,203.92999,11.81,63.950001,64.900002,57.349998,56.209999,22.49,9.8800001,5.4499998,79.610001
R80711,3/23/2017 10:30,223.91,12.09,64.459999,65.309998,57.68,56.5,24.33,10.32,5.54,78.349998
R80711,3/23/2017 10:40,165.14999,11.11,64.099998,64.360001,57.73,56.639999,25.379999,10.86,5.1999998,82.739998
R80711,3/23/2017 10:50,151.87,10.87,63.98,64.120003,57.860001,56.869999,26.23,11.32,5.02,88.529999
R80711,3/23/2017 11:00,211.58,11.93,64.459999,65.050003,58.169998,57.220001,26.969999,10.89,5.4299998,99.800003
R80711,3/23/2017 11:10,273.32999,12.64,65.339996,66.099998,58.66,57.759998,28.0,10.75,5.8899999,130.45
R80711,3/23/2017 11:20,303.91,13.03,67.519997,68.809998,59.549999,58.57,29.1,10.42,5.8699999,118.35
R80711,3/23/2017 11:30,186.37,11.53,66.260002,66.489998,59.470001,58.509998,29.219999,10.67,5.5799999,87.32
R80711,3/23/2017 11:40,167.35001,11.22,65.68,66.059998,59.580002,58.889999,23.299999,10.79,5.5900002,86.449997
R80711,3/23/2017 11:50,197.78999,11.66,65.260002,66.139999,59.700001,58.950001,18.360001,10.52,5.9099998,83.889999
R80711,3/23/2017 12:00,181.24001,11.46,64.540001,66.339996,59.43,55.209999,16.76,10.41,5.6999998,86.660004
R80711,3/23/2017 12:20,235.12,12.25,58.939999,61.75,55.790001,50.349998,19.959999,10.84,5.9899998,87.559998
R80711,3/23/2017 12:30,305.20001,13.24,61.0,64.07,55.75,51.169998,22.120001,11.08,6.4299998,85.760002
R80711,3/23/2017 12:40,151.94,10.91,60.490002,62.560001,55.240002,51.029999,23.33,11.73,5.5500002,82.730003
R80711,3/23/2017 12:50,143.67,10.76,61.119999,61.279999,55.709999,54.349998,24.969999,12.04,5.4299998,67.5
R80711,3/23/2017 13:00,252.24001,12.49,63.119999,63.98,56.549999,55.57,26.440001,12.4,5.9299998,63.860001
R80711,3/23/2017 13:10,260.87,12.55,64.650002,65.529999,57.27,56.330002,27.52,12.94,5.6700001,71.309998
R80711,3/23/2017 13:40,227.98,12.18,67.989998,68.269997,59.549999,58.720001,30.459999,12.91,5.4499998,72.989998
R80711,3/23/2017 14:10,303.51999,13.15,62.939999,65.949997,56.830002,50.540001,19.02,13.38,6.1599998,59.470001
R80711,3/23/2017 14:30,204.05,11.73,61.07,63.529999,55.330002,49.810001,21.469999,13.7,5.5500002,50.380001
R80711,3/23/2017 20:20,214.27,11.9,65.620003,67.489998,59.459999,53.779999,24.809999,10.89,5.9499998,129.7
R80711,3/23/2017 21:00,166.58,11.0,57.34,58.900002,56.16,54.799999,26.74,9.6000004,5.0900002,10.19
R80711,3/23/2017 21:10,247.84,12.33,62.25,63.860001,57.459999,56.41,27.51,9.7299995,5.4299998,12.34
R80711,3/23/2017 23:00,249.97,12.47,62.389999,64.529999,55.880001,51.029999,22.76,9.5900002,5.4699998,64.860001
R80711,3/23/2017 23:10,220.17,12.03,61.23,62.959999,55.330002,51.380001,23.83,9.6099997,5.5799999,58.240002
R80711,3/23/2017 23:20,249.5,12.47,63.220001,64.349998,56.299999,55.25,25.74,9.7399998,6.1199999,52.5
R80711,3/23/2017 23:30,149.89999,10.88,63.900002,64.400002,56.849998,55.919998,26.84,9.8500004,4.9699998,58.709999
R80711,3/24/2017 1:20,64.849998,9.3999996,56.299999,55.919998,53.400002,52.84,27.299999,10.1,4.4200001,94.82
R80711,3/24/2017 1:30,34.509998,9.2299995,57.57,56.450001,53.619999,53.110001,27.34,9.8999996,4.2199998,90.690002
R80711,3/24/2017 1:50,51.919998,9.3400002,58.43,56.5,53.869999,53.23,27.709999,9.9499998,4.5100002,46.419998
R80711,3/24/2017 2:00,153.46001,10.97,60.23,59.25,54.290001,53.52,28.49,10.0,5.04,54.139999
R80711,3/24/2017 2:10,181.84,11.46,61.810001,61.779999,54.880001,54.240002,26.92,9.8400002,5.3299999,53.990002
R80711,3/24/2017 2:20,238.03999,12.28,62.73,63.470001,55.459999,54.93,19.540001,9.5900002,5.8499999,39.580002
R80711,3/24/2017 2:40,305.35001,13.21,65.040001,66.379997,56.790001,55.860001,17.559999,9.25,6.0799999,57.830002
R80711,3/24/2017 2:50,218.82001,12.03,64.660004,65.290001,57.02,56.029999,22.57,9.0600004,5.48,70.349998
R80711,3/24/2017 3:00,211.53,11.92,64.5,64.919998,57.169998,56.220001,24.66,8.8999996,5.3600001,66.080002
R80711,3/24/2017 3:10,154.85001,10.98,64.260002,64.459999,57.330002,56.32,25.889999,8.9799995,4.9899998,65.459999
R80711,3/24/2017 3:20,133.32001,10.59,63.720001,63.439999,57.349998,56.400002,26.66,9.0299997,4.9499998,76.239998
R80711,3/24/2017 3:30,156.56,11.01,63.610001,63.43,57.459999,56.529999,27.200001,8.9700003,5.1300001,73.099998
R80711,3/24/2017 3:40,161.91,11.12,64.050003,64.410004,57.73,56.830002,27.799999,8.8100004,5.0,66.489998
R80711,3/24/2017 3:50,169.05,11.24,64.260002,64.540001,57.93,57.029999,28.41,8.8000002,5.1399999,62.07
R80711,3/24/2017 4:00,155.87,10.98,64.220001,64.169998,58.09,57.25,26.07,8.7799997,5.0,64.760002
R80711,3/24/2017 4:20,288.51999,12.97,66.980003,68.5,59.52,58.810001,16.549999,8.2600002,5.9699998,56.310001
R80711,3/24/2017 4:30,306.85001,13.16,66.43,67.75,59.630001,58.529999,16.84,8.1400003,6.3000002,34.009998
R80711,3/24/2017 5:00,220.09,11.93,63.84,65.919998,57.73,51.799999,23.51,7.8499999,5.4200001,56.5
R80711,3/24/2017 5:10,276.82999,12.72,62.049999,63.93,56.779999,51.849998,23.99,7.7399998,5.8000002,51.130001
R80711,3/24/2017 5:20,254.73,12.49,62.619999,65.110001,56.619999,51.849998,24.129999,7.6100001,5.4400001,49.119999
R80711,3/24/2017 5:30,174.03999,11.3,60.77,62.490002,55.73,50.84,24.459999,7.6399999,5.25,48.619999
R80711,3/24/2017 5:40,133.07001,10.57,59.970001,61.310001,55.240002,51.970001,24.83,7.7399998,4.8800001,48.68
R80711,3/24/2017 5:50,155.13,10.96,61.849998,62.349998,56.099998,55.07,26.110001,7.6199999,4.8899999,44.639999
R80711,3/24/2017 6:00,100.3,9.8900003,61.959999,61.509998,56.290001,55.310001,26.700001,7.7199998,4.6300001,52.830002
R80711,3/24/2017 6:10,241.96001,12.32,63.259998,63.720001,56.91,56.099998,25.709999,7.5799999,5.54,51.48
R80711,3/24/2017 6:50,270.97,12.67,66.760002,67.75,59.34,58.16,21.84,7.1999998,5.5100002,57.549999
R80711,3/24/2017 7:20,192.67,11.54,62.939999,64.849998,57.400002,51.700001,23.82,7.1999998,5.3400002,54.939999
R80711,3/24/2017 7:30,106.25,10.14,60.189999,61.82,56.16,49.34,23.98,7.1900001,4.8899999,45.900002
R80711,3/24/2017 7:40,64.050003,9.6000004,57.68,58.59,55.290001,50.610001,24.139999,7.27,4.2800002,49.790001
R80711,3/24/2017 8:10,124.69,10.39,61.060001,60.580002,56.310001,55.43,23.690001,7.2800002,5.21,34.610001
R80711,3/24/2017 8:20,255.81,12.41,63.0,64.419998,57.040001,56.360001,16.84,7.2199998,5.6500001,17.059999
R80711,3/24/2017 8:30,114.95,10.25,62.220001,62.869999,56.950001,56.049999,14.78,7.27,4.79,26.790001
R80711,3/24/2017 8:40,147.05,10.73,61.59,62.02,56.77,55.82,14.33,7.27,4.7800002,27.040001
R80711,3/24/2017 8:50,246.17999,12.25,63.619999,65.120003,57.360001,56.200001,19.879999,7.2600002,5.4400001,25.530001
R80711,3/24/2017 9:00,138.07001,10.63,63.34,63.849998,57.400002,56.299999,22.51,7.4299998,4.8499999,31.799999
R80711,3/24/2017 9:10,153.99001,10.91,63.130001,63.330002,57.43,56.43,23.85,7.4899998,5.0700002,49.84
R80711,3/24/2017 9:20,124.69,10.38,63.299999,63.57,57.57,56.540001,24.77,7.6900001,4.7199998,44.09
R80711,3/24/2017 9:30,218.25999,11.96,63.549999,63.900002,57.73,56.66,25.58,7.8800001,5.3099999,36.119999
R80711,3/24/2017 9:40,250.10001,12.44,65.07,66.139999,58.32,57.240002,26.530001,7.9899998,5.6599998,33.599998
R80711,3/24/2017 9:50,248.03,12.35,65.470001,66.25,58.66,57.580002,27.24,8.21,5.5999999,35.209999
R80711,3/24/2017 10:10,260.60001,12.54,66.690002,68.309998,59.16,54.41,27.610001,8.4700003,5.5900002,40.639999
R80711,3/24/2017 10:20,245.22,12.29,64.449997,66.139999,58.110001,53.450001,26.879999,8.5200005,5.52,46.240002
R80711,3/25/2017 22:20,148.84,10.84,64.540001,66.199997,59.860001,54.599998,27.690001,10.52,5.25,42.709999
R80711,3/25/2017 22:30,93.849998,9.9300003,61.740002,62.759998,58.59,54.34,27.620001,10.49,4.8600001,41.470001
R80711,3/25/2017 22:40,128.37,10.5,59.75,61.619999,57.419998,50.889999,22.719999,10.41,5.1999998,40.84
R80711,3/25/2017 22:50,291.53,12.86,59.18,62.77,56.290001,49.5,18.290001,10.22,6.1900001,31.889999
R80711,3/26/2017 1:30,300.0,13.05,65.419998,67.18,57.950001,53.0,24.700001,8.8000002,5.77,64.040001
R80711,3/26/2017 3:40,281.62,12.87,63.689999,65.809998,56.200001,51.75,23.889999,7.2800002,5.6399999,83.0
R80711,3/26/2017 3:50,262.39999,12.62,62.07,64.019997,55.57,51.080002,24.24,7.21,5.4899998,80.360001
R80711,3/26/2017 4:00,249.59,12.44,61.73,63.900002,55.209999,50.889999,24.5,7.1999998,5.4299998,79.400002
R80711,3/26/2017 4:10,163.35001,11.13,61.91,62.560001,55.560001,54.560001,25.629999,7.3099999,4.9899998,106.83
R80711,3/26/2017 4:20,227.03,12.11,63.02,63.639999,56.259998,55.330002,26.639999,7.52,5.1700001,96.129997
R80711,3/26/2017 4:30,280.70001,12.87,64.650002,65.709999,57.07,56.099998,27.6,7.5900002,5.54,97.580002
R80711,3/26/2017 5:40,286.13,12.94,63.040001,65.589996,57.0,52.16,22.52,7.1999998,5.8800001,116.84
R80711,3/26/2017 5:50,284.16,12.91,62.630001,65.139999,56.5,51.950001,23.01,7.3499999,6.0300002,122.58
R80711,3/26/2017 6:00,177.42999,11.34,60.84,62.810001,55.66,50.48,23.5,7.4299998,5.2399998,125.24
R80711,3/26/2017 6:10,181.75999,11.44,60.299999,62.139999,55.23,51.77,24.09,7.3099999,5.0999999,110.41
R80711,3/26/2017 6:20,161.78,11.1,61.82,62.59,55.970001,54.919998,25.43,7.1900001,5.0599999,101.68
R80711,3/26/2017 6:30,201.62,11.74,62.830002,63.619999,56.490002,55.529999,26.24,7.1700001,5.3299999,102.72
R80711,3/26/2017 6:40,213.17,11.93,63.84,64.739998,57.049999,56.049999,27.110001,7.3299999,5.6799998,100.93
R80711,3/26/2017 6:50,223.92,12.08,64.300003,65.059998,57.43,56.41,27.639999,7.52,5.4699998,107.93
R80711,3/26/2017 7:00,209.71001,11.88,64.919998,65.610001,57.849998,56.889999,28.35,7.6399999,5.3400002,107.7
R80711,3/26/2017 7:10,165.69,11.17,64.43,64.849998,58.009998,57.27,23.030001,7.71,5.1900001,106.7
R80711,3/26/2017 7:20,91.059998,9.8500004,63.310001,63.830002,57.919998,57.18,16.75,7.3499999,4.8400002,62.209999
R80711,3/26/2017 7:30,103.49,10.01,62.34,62.509998,57.700001,56.799999,14.83,7.0300002,4.7199998,66.360001
R80711,3/26/2017 8:20,82.419998,9.6099997,60.68,60.029999,56.810001,55.709999,23.92,8.9200001,4.4699998,89.32
R80711,3/26/2017 8:30,110.41,10.11,61.470001,61.23,57.009998,55.900002,24.74,9.2399998,4.71,85.910004
R80711,3/26/2017 8:40,86.410004,9.75,61.849998,61.59,57.119999,56.049999,25.450001,9.5900002,4.6100001,90.07
R80711,3/26/2017 8:50,86.650002,9.71,61.84,61.360001,57.150002,56.150002,26.049999,9.9700003,4.71,116.96
R80711,3/26/2017 9:10,62.939999,9.4200001,60.93,60.369999,57.040001,56.200001,17.959999,10.76,4.48,109.45
R80711,3/26/2017 9:20,39.580002,9.25,60.259998,59.869999,56.77,56.060001,16.209999,11.16,4.2399998,114.04
R80711,3/26/2017 9:30,37.52,9.2299995,59.689999,59.130001,56.57,55.779999,15.59,11.46,4.0999999,113.93
R80711,3/26/2017 9:40,79.0,9.6099997,59.919998,59.43,56.439999,55.34,17.18,11.59,4.6300001,113.36
R80711,3/26/2017 9:50,61.200001,9.3900003,60.450001,59.990002,56.470001,55.23,21.700001,11.98,4.4200001,113.53
R80711,3/26/2017 10:00,66.230003,9.5200005,60.509998,59.740002,56.459999,55.200001,23.559999,12.25,4.4499998,102.29
R80711,3/26/2017 12:50,62.529999,9.7399998,56.650002,55.959999,53.5,52.889999,30.15,15.87,4.5599999,60.09
R80711,3/26/2017 13:00,36.82,9.2700005,58.029999,56.450001,53.75,53.189999,29.99,16.209999,4.27,56.869999
R80711,3/26/2017 13:10,50.209999,9.4099998,58.900002,57.200001,53.959999,53.209999,30.219999,16.25,4.52,108.42
R80711,3/26/2017 13:50,15.64,8.3199997,57.060001,55.68,53.580002,53.060001,31.32,16.77,4.1100001,93.209999
R80711,3/26/2017 14:00,16.23,6.8800001,56.34,55.299999,53.560001,52.860001,31.280001,16.9,4.2399998,55.369999
R80711,3/26/2017 14:40,41.419998,9.54,53.82,52.91,52.41,51.349998,20.440001,16.629999,4.27,123.46
R80711,3/26/2017 16:50,76.32,9.6499996,55.009998,53.73,50.790001,50.080002,28.67,16.41,4.6399999,63.68
R80711,3/26/2017 17:00,43.73,9.3699999,56.619999,55.0,51.23,50.77,28.9,17.25,4.2600002,104.74
R80711,3/26/2017 17:20,45.43,9.3000002,57.310001,54.82,51.669998,51.23,29.370001,16.49,4.5300002,70.709999
R80711,3/26/2017 17:30,51.82,9.3500004,57.700001,55.290001,51.91,51.509998,29.639999,16.27,4.3200002,59.360001
R80711,3/26/2017 17:40,59.77,9.3100004,58.349998,56.099998,52.16,51.799999,30.09,15.83,4.3400002,58.080002
R80711,3/26/2017 17:50,43.450001,9.2299995,58.349998,56.099998,52.349998,52.009998,30.32,15.37,4.0500002,62.209999
R80711,3/26/2017 18:00,54.029999,9.2600002,58.41,56.040001,52.5,52.09,28.82,14.86,4.3200002,59.529999
R80711,3/26/2017 18:10,75.75,9.5200005,58.84,57.049999,52.700001,52.07,22.799999,14.39,4.6900001,56.459999
R80711,3/26/2017 18:20,110.37,10.17,59.259998,57.939999,52.810001,52.240002,20.84,14.15,5.25,52.799999
R80711,3/26/2017 18:30,186.46001,11.56,60.360001,60.240002,53.34,52.82,19.879999,13.92,5.7399998,53.84
R80711,3/26/2017 18:40,285.32001,13.01,62.080002,62.919998,54.049999,53.34,20.469999,13.85,6.1700001,55.610001
R80711,3/26/2017 19:10,214.37,12.03,65.199997,65.059998,56.080002,55.34,28.68,13.84,5.4699998,57.650002
R80711,3/26/2017 19:20,147.83,10.92,64.199997,63.57,56.189999,55.34,29.5,13.66,5.5,52.380001
R80711,3/26/2017 19:30,165.2,11.18,63.619999,62.919998,56.32,55.5,29.93,13.55,5.3899999,31.26
R80711,3/26/2017 19:40,297.04001,13.16,65.18,65.629997,57.099998,56.32,30.73,13.56,5.8299999,42.220001
R80711,3/26/2017 19:50,304.76999,13.25,66.629997,67.209999,57.860001,57.189999,31.379999,13.5,6.0700002,47.560001
R80711,3/26/2017 21:50,213.72,11.93,63.080002,64.559998,56.189999,51.639999,26.959999,10.75,5.27,57.490002
R80711,3/26/2017 22:10,61.84,9.4399996,60.049999,58.939999,55.540001,54.389999,26.68,10.52,4.2399998,49.630001
R80711,3/26/2017 22:20,99.910004,9.9200001,60.959999,60.389999,55.91,55.240002,19.76,10.18,5.0799999,42.049999
R80711,3/26/2017 22:30,141.83,10.77,61.450001,61.779999,56.16,55.459999,17.48,9.9399996,5.4499998,42.110001
R80711,3/26/2017 22:40,127.98,10.5,61.619999,62.189999,56.279999,55.470001,16.41,9.6999998,5.0100002,49.279999
R80711,3/26/2017 22:50,170.19,11.26,61.889999,62.75,56.400002,55.419998,17.209999,9.6099997,5.21,50.310001
R80711,3/26/2017 23:00,232.89999,12.19,62.860001,63.830002,56.75,55.709999,22.24,9.6999998,5.48,52.169998
R80711,3/26/2017 23:10,196.67999,11.67,64.010002,64.940002,57.299999,56.310001,24.530001,9.6499996,5.29,58.759998
R80711,3/26/2017 23:20,138.53,10.71,63.700001,63.869999,57.419998,56.459999,25.700001,9.6000004,4.9000001,62.939999
R80711,3/26/2017 23:30,60.799999,9.5299997,62.880001,62.450001,57.360001,56.57,26.370001,9.5600004,4.2199998,76.209999
R80711,3/26/2017 23:40,103.64,10.09,62.599998,61.950001,57.400002,56.549999,26.93,9.3900003,4.8000002,81.07
R80711,3/26/2017 23:50,133.17,10.51,62.689999,62.220001,57.52,56.580002,27.5,9.5100002,4.8200002,93.370003
R80711,3/27/2017 0:00,266.20001,12.69,64.639999,65.489998,58.189999,57.16,28.290001,9.6499996,5.5,88.339996
R80711,3/27/2017 0:10,212.49001,11.95,65.510002,66.379997,58.740002,57.93,25.280001,9.9099998,5.2800002,90.839996
R80711,3/27/2017 0:20,166.39,11.2,64.760002,65.5,58.84,57.970001,19.01,10.05,5.1300001,87.889999
R80711,3/27/2017 0:30,90.900002,9.7600002,63.759998,64.239998,58.650002,57.689999,17.24,10.1,4.5799999,87.82
R80711,3/27/2017 0:40,107.15,10.05,62.73,62.759998,58.330002,57.34,16.360001,10.08,4.7800002,87.470001
R80711,3/27/2017 0:50,137.92999,10.71,62.950001,63.669998,58.459999,57.240002,18.959999,10.12,5.1399999,83.589996
R80711,3/27/2017 1:00,89.269997,9.6999998,63.0,63.130001,58.32,57.240002,23.370001,10.11,4.73,83.129997
R80711,3/27/2017 1:10,112.44,10.2,63.09,62.759998,58.349998,57.259998,25.27,10.19,4.9299998,83.769997
R80711,3/27/2017 1:20,115.53,10.27,63.490002,63.34,58.509998,57.41,26.51,10.24,4.8200002,83.139999
R80711,3/27/2017 1:30,94.220001,9.8199997,63.599998,63.209999,58.529999,57.509998,27.299999,10.39,4.6199999,84.099998
R80711,3/27/2017 1:40,57.119999,9.2299995,62.950001,62.279999,58.43,57.57,27.77,10.32,4.1199999,85.379997
R80711,3/27/2017 1:50,57.18,9.2299995,62.599998,61.720001,58.369999,57.470001,28.17,10.27,4.3200002,82.290001
R80711,3/27/2017 2:00,112.52,10.15,62.990002,62.380001,58.470001,57.41,28.440001,9.7600002,5.3699999,73.709999
R80711,3/27/2017 2:10,83.419998,9.5699997,63.139999,63.0,58.580002,57.84,21.299999,9.5799999,5.1199999,73.699997
R80711,3/27/2017 2:20,62.52,9.3100004,62.450001,62.400002,58.439999,57.57,17.610001,9.29,4.75,76.699997
R80711,3/27/2017 2:30,43.009998,9.2299995,61.450001,61.290001,58.139999,57.220001,16.25,9.0100002,4.3400002,56.720001
R80711,3/27/2017 2:50,67.019997,9.2799997,60.889999,60.52,57.709999,56.610001,18.76,8.7299995,4.29,75.639999
R80711,3/27/2017 3:00,78.400002,9.5200005,61.580002,61.209999,57.759998,56.700001,22.450001,8.6899996,4.3899999,73.540001
R80711,3/27/2017 3:10,56.16,9.2399998,61.369999,60.799999,57.700001,56.779999,23.84,8.5900002,4.1199999,75.830002
R80711,3/27/2017 3:20,92.360001,9.7600002,61.799999,61.189999,57.75,56.75,24.860001,8.4300003,4.6300001,74.370003
R80711,3/27/2017 3:30,113.24,10.2,62.700001,62.450001,57.98,56.959999,25.67,8.3999996,4.6300001,71.68
R80711,3/27/2017 3:40,137.19,10.67,63.16,63.200001,58.130001,57.130001,26.450001,8.4099998,4.7600002,71.510002
R80711,3/27/2017 3:50,137.95,10.69,63.650002,63.970001,58.41,57.369999,27.24,8.4399996,4.77,70.580002
R80711,3/27/2017 4:00,127.95,10.5,63.860001,63.959999,58.52,57.549999,27.780001,8.5299997,4.8600001,72.790001
R80711,3/27/2017 4:10,133.46001,10.58,63.990002,64.010002,58.68,57.779999,25.4,8.3800001,4.8699999,70.839996
R80711,3/27/2017 4:20,174.2,11.32,63.990002,64.989998,58.880001,57.950001,18.110001,8.1700001,5.0900002,68.800003
R80711,3/27/2017 4:30,183.97,11.48,64.07,65.489998,59.040001,57.959999,15.92,7.8699999,5.1900001,71.029999
R80711,3/27/2017 4:40,192.64999,11.6,64.089996,65.580002,59.110001,57.98,15.21,7.5500002,5.0300002,66.599998
R80711,3/27/2017 4:50,284.09,12.89,65.059998,66.779999,59.380001,58.119999,20.530001,7.5100002,5.3699999,62.509998
R80711,3/27/2017 5:00,228.42,12.15,65.980003,67.459999,59.84,58.709999,23.389999,7.48,5.21,64.339996
R80711,3/27/2017 5:10,204.72,11.8,65.620003,66.690002,59.869999,57.82,24.66,7.3699999,5.0700002,68.339996
R80711,3/27/2017 5:20,206.08,11.81,63.400002,65.43,58.630001,53.07,24.43,7.3200002,5.21,72.199997
R80711,3/27/2017 5:30,202.63,11.77,61.950001,64.150002,57.549999,52.0,24.360001,7.48,5.25,76.5
R80711,3/27/2017 5:40,150.41,10.9,60.790001,62.77,56.669998,50.689999,24.42,7.48,4.9899998,75.279999
R80711,3/27/2017 5:50,145.98,10.82,59.57,61.439999,55.860001,50.880001,24.49,7.5599999,5.04,74.129997
R80711,3/27/2017 6:00,162.07001,11.08,58.869999,60.869999,55.189999,50.84,24.620001,7.6700001,5.0900002,71.900002
R80711,3/27/2017 6:10,187.95,11.51,61.290001,62.52,56.060001,55.060001,25.709999,7.46,5.0900002,72.379997
R80711,3/27/2017 6:20,237.48,12.26,63.299999,64.550003,56.939999,56.02,26.309999,7.1999998,5.25,70.870003
R80711,3/27/2017 6:50,244.25,12.37,65.900002,67.360001,58.900002,58.049999,14.6,7.1599998,5.6100001,59.490002
R80711,3/27/2017 7:00,198.95,11.71,64.919998,66.029999,58.779999,57.52,19.68,7.5,5.3600001,58.150002
R80711,3/27/2017 7:10,101.31,9.9200001,63.82,63.959999,58.509998,57.41,22.610001,7.6500001,4.4000001,62.630001
R80711,3/27/2017 7:20,172.28999,11.28,64.0,64.660004,58.650002,57.509998,23.889999,7.8200002,4.9499998,61.080002
R80711,3/27/2017 7:30,190.89999,11.38,64.019997,64.459999,58.689999,57.549999,24.709999,7.9899998,5.0100002,67.959999
R80711,3/27/2017 7:40,221.82001,11.93,65.540001,66.860001,59.279999,58.209999,25.65,8.3800001,5.21,68.190002
R80711,3/27/2017 7:50,118.44,10.3,64.790001,65.080002,59.150002,58.169998,26.219999,8.5699997,4.71,74.730003
R80711,3/27/2017 8:30,93.830002,9.9899998,61.049999,60.939999,58.209999,57.189999,15.28,10.0,4.71,76.889999
R80711,3/27/2017 8:40,134.62,10.61,62.189999,63.029999,58.360001,57.209999,15.52,10.18,5.0300002,76.860001
R80711,3/27/2017 8:50,101.59,10.02,62.599998,63.110001,58.330002,57.16,20.58,10.58,4.6799998,79.379997
R80711,3/27/2017 9:00,120.08,10.37,62.75,62.799999,58.34,57.279999,23.08,10.79,4.8499999,78.730003
R80711,3/27/2017 9:10,82.970001,9.7600002,62.93,62.939999,58.419998,57.48,24.42,11.09,4.73,87.599998
R80711,3/27/2017 9:20,66.559998,9.4200001,62.5,61.91,58.310001,57.380001,25.389999,11.53,4.5100002,107.06
R80711,3/27/2017 9:30,132.84,10.52,62.830002,62.41,58.419998,57.349998,26.309999,11.78,4.9000001,89.959999
R80711,3/27/2017 9:40,120.93,10.39,63.68,63.889999,58.669998,57.599998,27.120001,12.05,4.98,85.779999
R80711,3/27/2017 9:50,92.279999,9.8400002,63.549999,63.290001,58.650002,57.639999,27.700001,12.55,4.6799998,88.330002
R80711,3/27/2017 10:00,82.790001,9.6199999,63.349998,62.91,58.689999,57.869999,24.940001,12.99,4.7399998,85.0
R80711,3/27/2017 10:10,82.489998,9.6599998,62.93,62.830002,58.68,57.810001,19.459999,13.17,4.6399999,89.82
R80711,3/27/2017 10:20,68.730003,9.71,62.490002,62.59,58.599998,57.66,18.1,13.52,4.4699998,97.540001
R80711,3/27/2017 10:30,115.53,10.21,62.110001,62.0,58.439999,57.360001,17.559999,13.83,5.0700002,111.72
